COD_MUN_O,Area_muni,Suitability,Episode,Months_episode,Biome,Cases,Pop,R_SPAT_EBS10k,LEBS_by_month10k
5002,510.568,NA,La Nina 2010-2011,10,Andean,0,19672,0,0
5004,291.715,NA,La Nina 2010-2011,10,Andean,0,2336,0,0
5030,82.388,NA,La Nina 2010-2011,10,Andean,0,28664,0,0
5034,409.938,NA,La Nina 2010-2011,10,Andean,0,44149,0,0
5036,81.742,NA,La Nina 2010-2011,10,Andean,0,8415,0,0
5038,321.374,NA,La Nina 2010-2011,10,Andean,0,11811,0,0
5055,244.684,NA,La Nina 2010-2011,10,Andean,0,9240,0,0
5059,111.121,NA,La Nina 2010-2011,10,Andean,0,4578,0,0
5091,172.987,NA,La Nina 2010-2011,10,Andean,0,9688,0,0
5093,276.977,NA,La Nina 2010-2011,10,Andean,0,17245,0,0
5101,275.657,NA,La Nina 2010-2011,10,Andean,0,27579,0,0
5129,133.463,NA,La Nina 2010-2011,10,Andean,0,74072,0,0
5138,361.532,NA,La Nina 2010-2011,10,Andean,0,16808,0,0
5142,263.526,NA,La Nina 2010-2011,10,Andean,0,4700,0,0
5145,90.901,NA,La Nina 2010-2011,10,Andean,0,5433,0,0
5148,439.558,NA,La Nina 2010-2011,10,Andean,0,44403,0,0
5190,46.211,NA,La Nina 2010-2011,10,Andean,0,9315,0,0
5197,225.521,NA,La Nina 2010-2011,10,Andean,0,15035,0,0
5209,239.154,NA,La Nina 2010-2011,10,Andean,0,20998,0,0
5266,46.928,NA,La Nina 2010-2011,10,Andean,0,202310,0,0
5282,248.761,NA,La Nina 2010-2011,10,Andean,0,22055,0,0
5284,1347.393,NA,La Nina 2010-2011,10,Andean,0,17913,0,0
5313,188.968,NA,La Nina 2010-2011,10,Andean,0,9824,0,0
5315,120.686,NA,La Nina 2010-2011,10,Andean,0,6274,0,0
5353,56.111,NA,La Nina 2010-2011,10,Andean,0,4849,0,0
5360,21.841,NA,La Nina 2010-2011,10,Andean,0,255369,0,0
5364,200.683,NA,La Nina 2010-2011,10,Andean,0,14043,0,0
5368,203.732,NA,La Nina 2010-2011,10,Andean,0,12394,0,0
5376,135.048,NA,La Nina 2010-2011,10,Andean,0,50153,0,0
5380,37.463,NA,La Nina 2010-2011,10,Andean,0,58414,0,0
5390,54.165,NA,La Nina 2010-2011,10,Andean,0,6776,0,0
5400,172.501,NA,La Nina 2010-2011,10,Andean,0,18675,0,0
5425,406.45,NA,La Nina 2010-2011,10,Andean,0,7179,0,0
5440,114.235,NA,La Nina 2010-2011,10,Andean,0,50161,0,0
5467,75.863,NA,La Nina 2010-2011,10,Andean,0,6716,0,0
5475,1263.988,NA,La Nina 2010-2011,10,Andean,0,4222,0,0
5480,1225.035,NA,La Nina 2010-2011,10,Andean,0,18857,0,0
5483,316.194,NA,La Nina 2010-2011,10,Andean,0,16553,0,0
5576,75.673,NA,La Nina 2010-2011,10,Andean,0,7522,0,0
5579,1222.99,NA,La Nina 2010-2011,10,Andean,0,43617,0,0
5585,573.678,NA,La Nina 2010-2011,10,Andean,0,17915,0,0
5591,368.502,NA,La Nina 2010-2011,10,Andean,0,18493,0,0
5607,265.467,NA,La Nina 2010-2011,10,Andean,0,18281,0,0
5615,198.491,NA,La Nina 2010-2011,10,Andean,0,112304,0,0
5631,15.381,NA,La Nina 2010-2011,10,Andean,0,48997,0,0
5642,295.752,NA,La Nina 2010-2011,10,Andean,0,17866,0,0
5649,719.041,NA,La Nina 2010-2011,10,Andean,0,15951,0,0
5652,353.986,NA,La Nina 2010-2011,10,Andean,0,5733,0,0
5658,126.031,NA,La Nina 2010-2011,10,Andean,0,3224,0,0
5660,515.781,NA,La Nina 2010-2011,10,Andean,0,10970,0,0
5679,209.875,NA,La Nina 2010-2011,10,Andean,0,22713,0,0
5697,77.35,NA,La Nina 2010-2011,10,Andean,0,26834,0,0
5756,1349.607,NA,La Nina 2010-2011,10,Andean,0,36781,0,0
5789,254.865,NA,La Nina 2010-2011,10,Andean,0,15387,0,0
5792,120.415,NA,La Nina 2010-2011,10,Andean,0,7473,0,0
5809,141.02,NA,La Nina 2010-2011,10,Andean,0,13980,0,0
5842,266.512,NA,La Nina 2010-2011,10,Andean,0,8268,0,0
5847,2557.569,NA,La Nina 2010-2011,10,Andean,0,42260,0,0
5856,126.997,NA,La Nina 2010-2011,10,Andean,0,6246,0,0
5858,526.616,NA,La Nina 2010-2011,10,Andean,0,10147,0,0
5861,141.806,NA,La Nina 2010-2011,10,Andean,0,13332,0,0
5873,1654.567,NA,0Neutral 2012-2014,25,Andean,0,5568,0,0
5873,1654.567,NA,La Nina 2010-2011,10,Andean,0,5543,0,0
5885,443.984,NA,La Nina 2010-2011,10,Andean,0,8033,0,0
5890,992.688,NA,La Nina 2010-2011,10,Andean,0,22330,0,0
17001,446.347,NA,La Nina 2010-2011,10,Andean,0,390112,0,0
17013,475.769,NA,La Nina 2010-2011,10,Andean,0,22944,0,0
17042,208.87,NA,La Nina 2010-2011,10,Andean,0,34310,0,0
17050,145.846,NA,La Nina 2010-2011,10,Andean,0,11971,0,0
17272,195.321,NA,La Nina 2010-2011,10,Andean,0,11704,0,0
17380,532.631,NA,La Nina 2010-2011,10,Andean,0,75412,0,0
17388,89.305,NA,La Nina 2010-2011,10,Andean,0,5976,0,0
17433,201.983,NA,La Nina 2010-2011,10,Andean,0,23985,0,0
17442,37.965,NA,La Nina 2010-2011,10,Andean,0,8848,0,0
17444,88.74,NA,La Nina 2010-2011,10,Andean,0,14940,0,0
17446,377.168,NA,La Nina 2010-2011,10,Andean,0,3439,0,0
17486,369.711,NA,La Nina 2010-2011,10,Andean,0,29589,0,0
17495,227.65,NA,La Nina 2010-2011,10,Andean,0,6589,0,0
17513,258.512,NA,La Nina 2010-2011,10,Andean,0,13156,0,0
17541,496.094,NA,La Nina 2010-2011,10,Andean,0,26384,0,0
17614,373.716,NA,La Nina 2010-2011,10,Andean,0,58627,0,0
17616,90.19,NA,La Nina 2010-2011,10,Andean,0,10027,0,0
17653,390.383,NA,La Nina 2010-2011,10,Andean,0,17993,0,0
17662,756.728,NA,La Nina 2010-2011,10,Andean,0,25739,0,0
17665,61.067,NA,La Nina 2010-2011,10,Andean,0,7579,0,0
17777,119.373,NA,La Nina 2010-2011,10,Andean,0,25984,0,0
17867,579.785,NA,La Nina 2010-2011,10,Andean,0,8755,0,0
20032,686.952,NA,El Nino 2015-2016,10,Caribe,0,19255,0,0
25572,509.856,NA,La Nina 2010-2011,10,Andean,0,17392,0,0
27001,3494.487,NA,0Neutral 2012-2014,25,Pacific,0,115537,0,0
27001,3494.487,NA,La Nina 2010-2011,10,Pacific,0,114798,0,0
27025,2064.221,NA,0Neutral 2012-2014,25,Pacific,0,35846,0,0
27025,2064.221,NA,La Nina 2010-2011,10,Pacific,0,33310,0,0
27050,431.214,NA,0Neutral 2012-2014,25,Pacific,0,9664,0,0
27050,431.214,NA,El Nino 2015-2016,10,Pacific,0,10195,0,0
27050,431.214,NA,La Nina 2010-2011,10,Pacific,0,8906,0,0
27073,805.009,NA,0Neutral 2012-2014,25,Pacific,0,8103,0,0
27073,805.009,NA,El Nino 2015-2016,10,Pacific,0,8016,0,0
27073,805.009,NA,La Nina 2010-2011,10,Pacific,0,8219,0,0
27075,910.779,NA,0Neutral 2012-2014,25,Pacific,0,9303,0,0
27075,910.779,NA,La Nina 2010-2011,10,Pacific,0,9231,0,0
27077,3414.39,NA,0Neutral 2012-2014,25,Pacific,0,17290,0,0
27077,3414.39,NA,El Nino 2015-2016,10,Pacific,0,17507,0,0
27077,3414.39,NA,La Nina 2010-2011,10,Pacific,0,16979,0,0
27099,3597.522,NA,0Neutral 2012-2014,25,Pacific,0,10077,0,0
27099,3597.522,NA,La Nina 2010-2011,10,Pacific,0,10045,0,0
27135,378.195,NA,0Neutral 2012-2014,25,Pacific,0,7777,0,0
27135,378.195,NA,El Nino 2015-2016,10,Pacific,0,8175,0,0
27135,378.195,NA,La Nina 2010-2011,10,Pacific,0,7218,0,0
27150,3168.014,NA,La Nina 2010-2011,10,Pacific,0,5335,0,0
27160,407.208,NA,0Neutral 2012-2014,25,Pacific,0,10010,0,0
27160,407.208,NA,El Nino 2015-2016,10,Pacific,0,10109,0,0
27160,407.208,NA,La Nina 2010-2011,10,Pacific,0,9854,0,0
27245,808.844,NA,0Neutral 2012-2014,25,Pacific,0,13819,0,0
27245,808.844,NA,La Nina 2010-2011,10,Pacific,0,13123,0,0
27413,833.614,NA,0Neutral 2012-2014,25,Pacific,0,11109,0,0
27413,833.614,NA,El Nino 2015-2016,10,Pacific,0,11284,0,0
27413,833.614,NA,La Nina 2010-2011,10,Pacific,0,10835,0,0
27425,1810.222,NA,0Neutral 2012-2014,25,Pacific,0,28531,0,0
27425,1810.222,NA,La Nina 2010-2011,10,Pacific,0,25811,0,0
27430,1385.34,NA,0Neutral 2012-2014,25,Pacific,0,13370,0,0
27430,1385.34,NA,El Nino 2015-2016,10,Pacific,0,13750,0,0
27430,1385.34,NA,La Nina 2010-2011,10,Pacific,0,12801,0,0
27495,724.352,NA,0Neutral 2012-2014,25,Pacific,0,8481,0,0
27495,724.352,NA,El Nino 2015-2016,10,Pacific,0,8668,0,0
27495,724.352,NA,La Nina 2010-2011,10,Pacific,0,8187,0,0
27580,290.486,NA,0Neutral 2012-2014,25,Pacific,0,9522,0,0
27580,290.486,NA,El Nino 2015-2016,10,Pacific,0,9863,0,0
27580,290.486,NA,La Nina 2010-2011,10,Pacific,0,9017,0,0
27600,689.21,NA,0Neutral 2012-2014,25,Pacific,0,8849,0,0
27600,689.21,NA,El Nino 2015-2016,10,Pacific,0,9062,0,0
27600,689.21,NA,La Nina 2010-2011,10,Pacific,0,8518,0,0
27787,755.486,NA,0Neutral 2012-2014,25,Pacific,0,18836,0,0
27787,755.486,NA,El Nino 2015-2016,10,Pacific,0,18979,0,0
27787,755.486,NA,La Nina 2010-2011,10,Pacific,0,18586,0,0
27810,186.13,NA,0Neutral 2012-2014,25,Pacific,0,9447,0,0
27810,186.13,NA,El Nino 2015-2016,10,Pacific,0,9748,0,0
27810,186.13,NA,La Nina 2010-2011,10,Pacific,0,8995,0,0
47058,1135.395,NA,El Nino 2015-2016,10,Caribe,0,32288,0,0
47460,854.312,NA,El Nino 2015-2016,10,Caribe,0,20213,0,0
52390,395.16,NA,El Nino 2015-2016,10,Pacific,0,13112,0,0
52390,395.16,NA,La Nina 2010-2011,10,Pacific,0,10682,0,0
52473,734.526,NA,El Nino 2015-2016,10,Pacific,0,16769,0,0
52473,734.526,NA,La Nina 2010-2011,10,Pacific,0,14423,0,0
52490,975.214,NA,El Nino 2015-2016,10,Pacific,0,31593,0,0
52490,975.214,NA,La Nina 2010-2011,10,Pacific,0,29704,0,0
52520,517.383,NA,El Nino 2015-2016,10,Pacific,0,15497,0,0
52520,517.383,NA,La Nina 2010-2011,10,Pacific,0,13313,0,0
66045,148.301,NA,La Nina 2010-2011,10,Andean,0,18399,0,0
66088,181.963,NA,La Nina 2010-2011,10,Andean,0,27719,0,0
66318,99.703,NA,La Nina 2010-2011,10,Andean,0,15483,0,0
66383,95.099,NA,0Neutral 2012-2014,25,Andean,0,8616,0,0
66383,95.099,NA,La Nina 2010-2011,10,Andean,0,8665,0,0
66456,559.97,NA,La Nina 2010-2011,10,Andean,0,15702,0,0
66572,622.17,NA,La Nina 2010-2011,10,Andean,0,12677,0,0
66594,151.52,NA,La Nina 2010-2011,10,Andean,0,33553,0,0
73283,219.086,NA,La Nina 2010-2011,10,Andean,0,30719,0,0
88001,26.836,NA,0Neutral 2012-2014,25,Caribe,0,70684,0,0
88001,26.836,NA,El Nino 2015-2016,10,Caribe,0,71946,0,0
88001,26.836,NA,La Nina 2010-2011,10,Caribe,0,68868,0,0
88564,20.784,NA,0Neutral 2012-2014,25,Caribe,0,5117,0,0
88564,20.784,NA,El Nino 2015-2016,10,Caribe,0,5155,0,0
88564,20.784,NA,La Nina 2010-2011,10,Caribe,0,5057,0,0
210945,81.697,NA,0Neutral 2012-2014,25,Amazon,4,29167,1.08555,0.043422
210945,81.697,NA,El Nino 2015-2016,10,Amazon,1,30304,1.03572,0.103572
210945,81.697,NA,La Nina 2010-2011,10,Amazon,1,27037,0.164619,0.0164619
260545,19.54,NA,0Neutral 2012-2014,25,Atlantic Forest,0,2884,0,0
260545,19.54,NA,El Nino 2015-2016,10,Atlantic Forest,0,2974,0,0
260545,19.54,NA,La Nina 2010-2011,10,Atlantic Forest,0,2675,0,0
291610,115.541,NA,0Neutral 2012-2014,25,Atlantic Forest,0,22476,0.00552118,0.000220847
291610,115.541,NA,El Nino 2015-2016,10,Atlantic Forest,0,22744,0.013259,0.0013259
291610,115.541,NA,La Nina 2010-2011,10,Atlantic Forest,0,20862,0.00218481,0.000218481
330023,73.545,NA,0Neutral 2012-2014,25,Atlantic Forest,0,30439,0,0
330023,73.545,NA,El Nino 2015-2016,10,Atlantic Forest,0,31674,0,0
420200,45.716,NA,0Neutral 2012-2014,25,Atlantic Forest,0,124557,0,0
420200,45.716,NA,El Nino 2015-2016,10,Atlantic Forest,0,131727,0,0
421250,58.568,NA,0Neutral 2012-2014,25,Atlantic Forest,0,28718,0,0
421250,58.568,NA,El Nino 2015-2016,10,Atlantic Forest,0,30262,0,0
421250,58.568,NA,La Nina 2010-2011,10,Atlantic Forest,0,25714,0,0
421660,115.722,NA,La Nina 2010-2011,10,Atlantic Forest,0,212587,0,0
431973,107.718,NA,La Nina 2010-2011,10,Atlantic Forest,0,2649,0,0
421265,105.812,100,La Nina 2010-2011,10,Atlantic Forest,0,NA,0,0
431454,107.842,100,La Nina 2010-2011,10,Atlantic Forest,0,NA,0,0
500627,5041.226,100,La Nina 2010-2011,10,Cerrado,0,NA,0,0
431490,481.432,100,0Neutral 2012-2014,25,Pampa,0,1472482,0,0
520870,737.442,100,0Neutral 2012-2014,25,Cerrado,0,1412364,0.00048599,1.94E-05
351880,317.744,100,0Neutral 2012-2014,25,Atlantic Forest,0,1312197,0,0
410690,434.206,100,La Nina 2010-2011,10,Atlantic Forest,0,1764541,0,0
350950,794.312,100,0Neutral 2012-2014,25,Atlantic Forest,0,1154617,0,0
431490,481.432,100,La Nina 2010-2011,10,Pampa,0,1413094,0,0
520870,737.442,100,La Nina 2010-2011,10,Cerrado,0,1318149,0,0
330170,490.85,100,0Neutral 2012-2014,25,Atlantic Forest,0,878402,0.0010379,4.15E-05
351880,317.744,100,La Nina 2010-2011,10,Atlantic Forest,0,1233436,0,0
330350,525.103,100,0Neutral 2012-2014,25,Atlantic Forest,0,806177,0.00109446,4.38E-05
250750,212.245,100,0Neutral 2012-2014,25,Atlantic Forest,0,780738,0.000658984,2.64E-05
350950,794.312,100,La Nina 2010-2011,10,Atlantic Forest,0,1090386,0,0
354780,175.866,100,0Neutral 2012-2014,25,Atlantic Forest,0,707613,0,0
410690,434.206,100,El Nino 2015-2016,10,Atlantic Forest,0,1893997,0,0
353440,64.242,100,0Neutral 2012-2014,25,Atlantic Forest,0,693271,0,0
354990,1099.4,100,0Neutral 2012-2014,25,Atlantic Forest,0,681036,0,0
354340,651.097,100,0Neutral 2012-2014,25,Cerrado,0,658059,0,0
354340,651.097,100,0Neutral 2012-2014,25,Atlantic Forest,0,658059,0,0
317020,4112.096,100,0Neutral 2012-2014,25,Cerrado,0,654681,0,0
317020,4112.096,100,0Neutral 2012-2014,25,Atlantic Forest,0,654681,0,0
54001,1136.997,100,0Neutral 2012-2014,25,Andean,0,643673,0,0
355220,450.08,100,0Neutral 2012-2014,25,Atlantic Forest,0,637187,0,0
8758,67.013,100,0Neutral 2012-2014,25,Caribe,0,598851,0,0
510340,3269.994,100,0Neutral 2012-2014,25,Cerrado,0,575480,0.000231377,9.26E-06
510340,3269.994,100,0Neutral 2012-2014,25,Pantanal,0,575480,0.000231377,9.26E-06
330170,490.85,100,La Nina 2010-2011,10,Atlantic Forest,0,861158,0,0
313670,1434.582,100,0Neutral 2012-2014,25,Atlantic Forest,0,550710,0,0
431490,481.432,100,El Nino 2015-2016,10,Pampa,0,1481019,0,0
411370,1652.573,100,0Neutral 2012-2014,25,Atlantic Forest,0,543003,0,0
330350,525.103,100,La Nina 2010-2011,10,Atlantic Forest,0,799047,0,0
520870,737.442,100,El Nino 2015-2016,10,Cerrado,0,1448639,0.00431982,0.000431982
68001,151.963,100,0Neutral 2012-2014,25,Andean,0,527552,0,0
354870,408.917,100,La Nina 2010-2011,10,Atlantic Forest,0,770253,0,0
520140,289.53,100,0Neutral 2012-2014,25,Cerrado,0,511323,0.00112311,4.49E-05
351880,317.744,100,El Nino 2015-2016,10,Atlantic Forest,0,1337087,0,0
250750,212.245,100,La Nina 2010-2011,10,Atlantic Forest,0,733155,0,0
330045,79.195,100,0Neutral 2012-2014,25,Atlantic Forest,0,479386,0,0
430510,1644.978,100,0Neutral 2012-2014,25,Atlantic Forest,0,470223,0,0
330510,35.348,100,0Neutral 2012-2014,25,Atlantic Forest,0,460711,0.00116266,4.65E-05
354780,175.866,100,La Nina 2010-2011,10,Atlantic Forest,0,678486,0,0
352940,61.324,100,0Neutral 2012-2014,25,Atlantic Forest,0,448776,0,0
353440,64.242,100,La Nina 2010-2011,10,Atlantic Forest,0,667826,0,0
354980,431.701,100,0Neutral 2012-2014,25,Atlantic Forest,0,438354,0,0
350950,794.312,100,El Nino 2015-2016,10,Atlantic Forest,0,1173370,0,0
354990,1099.4,100,La Nina 2010-2011,10,Atlantic Forest,0,636876,0,0
353060,713.898,100,0Neutral 2012-2014,25,Atlantic Forest,0,419839,0,0
54001,1136.997,100,La Nina 2010-2011,10,Andean,0,624650,0,0
351380,30.554,100,0Neutral 2012-2014,25,Atlantic Forest,0,409613,0,0
354340,651.097,100,La Nina 2010-2011,10,Cerrado,0,612340,0,0
354340,651.097,100,La Nina 2010-2011,10,Atlantic Forest,0,612340,0,0
317020,4112.096,100,La Nina 2010-2011,10,Cerrado,0,611904,0,0
317020,4112.096,100,La Nina 2010-2011,10,Atlantic Forest,0,611904,0,0
250400,594.127,100,0Neutral 2012-2014,25,Caatinga,0,402912,0,0
352590,431.135,100,0Neutral 2012-2014,25,Atlantic Forest,0,397965,0,0
355220,450.08,100,La Nina 2010-2011,10,Atlantic Forest,0,593776,0,0
411520,485.287,100,0Neutral 2012-2014,25,Atlantic Forest,0,391698,0,0
351060,34.411,100,0Neutral 2012-2014,25,Atlantic Forest,0,390073,0,0
353870,1375.693,100,0Neutral 2012-2014,25,Cerrado,0,388412,0,0
353870,1375.693,100,0Neutral 2012-2014,25,Atlantic Forest,0,388412,0,0
320130,281.115,100,0Neutral 2012-2014,25,Atlantic Forest,0,378915,0,0
510340,3269.994,100,La Nina 2010-2011,10,Cerrado,0,556299,0,0
510340,3269.994,100,La Nina 2010-2011,10,Pantanal,0,556299,0,0
520110,928.028,100,0Neutral 2012-2014,25,Cerrado,0,361991,0,0
68001,151.963,100,La Nina 2010-2011,10,Andean,0,525216,0,0
352310,82.997,100,0Neutral 2012-2014,25,Atlantic Forest,0,348739,0,0
313670,1434.582,100,La Nina 2010-2011,10,Atlantic Forest,0,520811,0,0
293330,3701.524,100,0Neutral 2012-2014,25,Caatinga,0,340199,0,0
411370,1652.573,100,La Nina 2010-2011,10,Atlantic Forest,0,511279,0,0
430460,130.921,100,0Neutral 2012-2014,25,Pampa,0,339979,0,0
351620,604.82,100,0Neutral 2012-2014,25,Cerrado,0,339461,0,0
351620,604.82,100,0Neutral 2012-2014,25,Atlantic Forest,0,339461,0,0
330170,490.85,100,El Nino 2015-2016,10,Atlantic Forest,0,886917,0.00206245,0.000206245
261070,96.321,100,0Neutral 2012-2014,25,Atlantic Forest,0,319769,0.0036582,0.000146328
315460,155.186,100,0Neutral 2012-2014,25,Cerrado,0,319310,0.12202,0.0048808
317010,4510.49,100,0Neutral 2012-2014,25,Cerrado,0,318813,0,0
317010,4510.49,100,0Neutral 2012-2014,25,Atlantic Forest,0,318813,0,0
330045,79.195,100,La Nina 2010-2011,10,Atlantic Forest,0,472008,0,0
520140,289.53,100,La Nina 2010-2011,10,Cerrado,0,465093,0,0
330510,35.348,100,La Nina 2010-2011,10,Atlantic Forest,0,459379,0,0
355410,618.722,100,0Neutral 2012-2014,25,Atlantic Forest,0,299423,0,0
330390,759.89,100,0Neutral 2012-2014,25,Atlantic Forest,0,298017,0,0
63001,120.498,100,0Neutral 2012-2014,25,Andean,0,295149,0,0
352690,580.873,100,0Neutral 2012-2014,25,Atlantic Forest,0,294128,0,0
250750,212.245,100,El Nino 2015-2016,10,Atlantic Forest,0,801718,0,0
430510,1644.978,100,La Nina 2010-2011,10,Atlantic Forest,0,441332,0,0
330350,525.103,100,El Nino 2015-2016,10,Atlantic Forest,0,797435,0.00217345,0.000217345
355250,205.024,100,0Neutral 2012-2014,25,Atlantic Forest,0,282441,0,0
5088,148.18,100,La Nina 2010-2011,10,Andean,0,421522,0,0
352940,61.324,100,La Nina 2010-2011,10,Atlantic Forest,0,421184,0,0
431690,1776.415,100,0Neutral 2012-2014,25,Pampa,0,274838,0,0
431690,1776.415,100,0Neutral 2012-2014,25,Atlantic Forest,0,274838,0,0
354980,431.701,100,La Nina 2010-2011,10,Atlantic Forest,0,412076,0,0
430920,463.274,100,0Neutral 2012-2014,25,Pampa,0,270689,0,0
430920,463.274,100,0Neutral 2012-2014,25,Atlantic Forest,0,270689,0,0
355280,20.013,100,0Neutral 2012-2014,25,Atlantic Forest,0,268321,0,0
510840,942.874,100,0Neutral 2012-2014,25,Cerrado,0,265775,0.000510774,2.04E-05
510840,942.874,100,0Neutral 2012-2014,25,Pantanal,0,265775,0.000510774,2.04E-05
68276,100.201,100,0Neutral 2012-2014,25,Andean,0,264746,0,0
355240,152.882,100,0Neutral 2012-2014,25,Atlantic Forest,0,262308,0,0
330630,177.803,100,0Neutral 2012-2014,25,Atlantic Forest,0,262259,0.0209088,0.000836352
353060,713.898,100,La Nina 2010-2011,10,Atlantic Forest,0,392196,0,0
354780,175.866,100,El Nino 2015-2016,10,Atlantic Forest,0,712749,0,0
350570,66.455,100,0Neutral 2012-2014,25,Atlantic Forest,0,259555,0,0
351500,70.319,100,0Neutral 2012-2014,25,Atlantic Forest,0,259053,0,0
351380,30.554,100,La Nina 2010-2011,10,Atlantic Forest,0,388576,0,0
353440,64.242,100,El Nino 2015-2016,10,Atlantic Forest,0,696382,0,0
354990,1099.4,100,El Nino 2015-2016,10,Atlantic Forest,0,695992,0,0
352590,431.135,100,La Nina 2010-2011,10,Atlantic Forest,0,373713,0,0
431340,223.78,100,0Neutral 2012-2014,25,Pampa,0,248251,0,0
431340,223.78,100,0Neutral 2012-2014,25,Atlantic Forest,0,248251,0,0
351060,34.411,100,La Nina 2010-2011,10,Atlantic Forest,0,371502,0,0
354340,651.097,100,El Nino 2015-2016,10,Cerrado,0,674405,0,0
354340,651.097,100,El Nino 2015-2016,10,Atlantic Forest,0,674405,0,0
317020,4112.096,100,El Nino 2015-2016,10,Cerrado,0,669672,0,0
317020,4112.096,100,El Nino 2015-2016,10,Atlantic Forest,0,669672,0,0
353870,1375.693,100,La Nina 2010-2011,10,Cerrado,0,367290,0,0
353870,1375.693,100,La Nina 2010-2011,10,Atlantic Forest,0,367290,0,0
411520,485.287,100,La Nina 2010-2011,10,Atlantic Forest,0,362329,0,0
54001,1136.997,100,El Nino 2015-2016,10,Andean,0,656414,0,0
354890,1138.5,100,0Neutral 2012-2014,25,Cerrado,0,238958,0,0
354890,1138.5,100,0Neutral 2012-2014,25,Atlantic Forest,0,238958,0,0
355220,450.08,100,El Nino 2015-2016,10,Atlantic Forest,0,652481,0,0
330250,394.642,100,0Neutral 2012-2014,25,Atlantic Forest,0,233634,0,0
320130,281.115,100,La Nina 2010-2011,10,Atlantic Forest,0,350615,0,0
8758,67.013,100,El Nino 2015-2016,10,Caribe,0,632014,0,0
352900,1167.771,100,0Neutral 2012-2014,25,Cerrado,0,230336,0,0
352900,1167.771,100,0Neutral 2012-2014,25,Atlantic Forest,0,230336,0,0
270030,354.979,100,0Neutral 2012-2014,25,Caatinga,0,229329,0,0
312230,708.673,100,0Neutral 2012-2014,25,Cerrado,0,228643,0,0
312230,708.673,100,0Neutral 2012-2014,25,Atlantic Forest,0,228643,0,0
120040,8822.492,100,La Nina 2010-2011,10,Amazon,0,342299,0,0
330190,421.927,100,0Neutral 2012-2014,25,Atlantic Forest,0,227168,0,0
350160,133.402,100,0Neutral 2012-2014,25,Atlantic Forest,0,226970,0,0
431870,101.903,100,0Neutral 2012-2014,25,Pampa,0,226988,0,0
431870,101.903,100,0Neutral 2012-2014,25,Atlantic Forest,0,226988,0,0
352050,312.913,100,0Neutral 2012-2014,25,Atlantic Forest,0,226602,0,0
352440,460.65,100,0Neutral 2012-2014,25,Atlantic Forest,0,224826,0,0
520110,928.028,100,La Nina 2010-2011,10,Cerrado,0,338545,0,0
350320,1002.94,100,0Neutral 2012-2014,25,Cerrado,0,224304,0,0
350320,1002.94,100,0Neutral 2012-2014,25,Atlantic Forest,0,224304,0,0
352250,82.715,100,0Neutral 2012-2014,25,Atlantic Forest,0,220250,0,0
230765,106.25,100,0Neutral 2012-2014,25,Caatinga,0,219749,0.210693,0.00842772
291480,402.069,100,0Neutral 2012-2014,25,Atlantic Forest,0,218925,0,0
291840,6467.846,100,0Neutral 2012-2014,25,Caatinga,0,216588,0.0438683,0.001754732
352310,82.997,100,La Nina 2010-2011,10,Atlantic Forest,0,325518,0,0
430460,130.921,100,La Nina 2010-2011,10,Pampa,0,325189,0,0
351620,604.82,100,La Nina 2010-2011,10,Cerrado,0,321012,0,0
351620,604.82,100,La Nina 2010-2011,10,Atlantic Forest,0,321012,0,0
510340,3269.994,100,El Nino 2015-2016,10,Cerrado,0,585367,0.00023649,2.36E-05
510340,3269.994,100,El Nino 2015-2016,10,Pantanal,0,585367,0.00023649,2.36E-05
351907,62.441,100,0Neutral 2012-2014,25,Atlantic Forest,0,212527,0,0
510760,4711.182,100,0Neutral 2012-2014,25,Cerrado,0,211718,0,0
411990,2058.54,100,La Nina 2010-2011,10,Atlantic Forest,0,314518,0,0
420240,520.834,100,La Nina 2010-2011,10,Atlantic Forest,0,312635,0,0
320120,872.028,100,0Neutral 2012-2014,25,Atlantic Forest,0,206973,0,0
293330,3701.524,100,La Nina 2010-2011,10,Caatinga,0,310129,0,0
430060,70.682,100,0Neutral 2012-2014,25,Pampa,0,205683,0,0
420460,236.159,100,0Neutral 2012-2014,25,Atlantic Forest,0,204667,0,0
313670,1434.582,100,El Nino 2015-2016,10,Atlantic Forest,0,559636,0,0
420420,620.132,100,0Neutral 2012-2014,25,Atlantic Forest,0,202009,0,0
261070,96.321,100,La Nina 2010-2011,10,Atlantic Forest,0,303401,0,0
411370,1652.573,100,El Nino 2015-2016,10,Atlantic Forest,0,553393,0,0
315460,155.186,100,La Nina 2010-2011,10,Cerrado,0,299729,0.0757439,0.00757439
317010,4510.49,100,La Nina 2010-2011,10,Cerrado,0,299361,0,0
317010,4510.49,100,La Nina 2010-2011,10,Atlantic Forest,0,299361,0,0
354390,498.52,100,0Neutral 2012-2014,25,Cerrado,0,198413,0,0
354390,498.52,100,0Neutral 2012-2014,25,Atlantic Forest,0,198413,0,0
66170,69.732,100,0Neutral 2012-2014,25,Andean,0,196925,0,0
330390,759.89,100,La Nina 2010-2011,10,Atlantic Forest,0,296565,0,0
431410,778.901,100,0Neutral 2012-2014,25,Atlantic Forest,0,195620,0,0
63001,120.498,100,La Nina 2010-2011,10,Andean,0,290480,0,0
68001,151.963,100,El Nino 2015-2016,10,Andean,0,528352,0,0
350280,1187.256,100,0Neutral 2012-2014,25,Atlantic Forest,0,191662,0.0274693,0.001098772
