COD_MUN_O,Area_muni,Suitability,Episode,Months_episode,Biome,Cases,Pop,R_SPAT_EBS10k,LEBS_by_month10k
430660,5196.236,100,El Nino 2015-2016,10,Pampa,0,39853,0,0
510780,9422.74,100,La Nina 2010-2011,10,Cerrado,0,18696,0,0
510780,9422.74,100,La Nina 2010-2011,10,Pantanal,0,18696,0,0
25297,262.809,100,0Neutral 2012-2014,25,Andean,0,11017,0,0
291680,1653.952,100,La Nina 2010-2011,10,Atlantic Forest,0,18664,0,0
292390,626.259,100,0Neutral 2012-2014,25,Atlantic Forest,0,11031,0,0
292920,259.866,100,El Nino 2015-2016,10,Atlantic Forest,0,39790,0.0124702,0.00124702
315230,284.024,100,0Neutral 2012-2014,25,Atlantic Forest,0,11033,0,0
320070,227.39,100,0Neutral 2012-2014,25,Atlantic Forest,0,11023,0,0
350360,86.372,100,0Neutral 2012-2014,25,Cerrado,0,11020,0,0
350360,86.372,100,0Neutral 2012-2014,25,Atlantic Forest,0,11020,0,0
421100,201.549,100,0Neutral 2012-2014,25,Atlantic Forest,0,11034,0,0
522160,2142.073,100,El Nino 2015-2016,10,Cerrado,0,39787,0,0
210592,1509.789,100,0Neutral 2012-2014,25,Cerrado,0,11005,0.818182,0.03272728
230680,666.6,100,0Neutral 2012-2014,25,Caatinga,0,10999,0,0
260390,440.767,100,La Nina 2010-2011,10,Caatinga,0,18642,0,0
292937,363.009,100,0Neutral 2012-2014,25,Caatinga,0,11002,0,0
315340,3543.78,100,La Nina 2010-2011,10,Cerrado,0,18639,0,0
320480,270.929,100,0Neutral 2012-2014,25,Atlantic Forest,0,11000,0,0
350800,1197.856,100,La Nina 2010-2011,10,Cerrado,0,18635,0,0
350800,1197.856,100,La Nina 2010-2011,10,Atlantic Forest,0,18635,0,0
355660,247.263,100,0Neutral 2012-2014,25,Atlantic Forest,0,11014,0,0
411750,173.225,100,El Nino 2015-2016,10,Atlantic Forest,0,39728,0,0
412660,276.664,100,La Nina 2010-2011,10,Atlantic Forest,0,18643,0,0
520840,166.495,100,0Neutral 2012-2014,25,Cerrado,0,11013,0.00487164,0.000194866
310190,457.022,100,La Nina 2010-2011,10,Cerrado,0,18600,0,0
310190,457.022,100,La Nina 2010-2011,10,Atlantic Forest,0,18600,0,0
316500,571.573,100,0Neutral 2012-2014,25,Atlantic Forest,0,10986,0,0
354240,265.284,100,La Nina 2010-2011,10,Cerrado,0,18609,0,0
354240,265.284,100,La Nina 2010-2011,10,Atlantic Forest,0,18609,0,0
431306,62.363,100,La Nina 2010-2011,10,Atlantic Forest,0,18598,0,0
85010,1437.354,100,El Nino 2015-2016,10,Orinoco,0,39644,0,0
230330,1061.101,100,La Nina 2010-2011,10,Caatinga,0,18577,0,0
290470,220.023,100,La Nina 2010-2011,10,Atlantic Forest,0,18566,0,0
292080,1099.382,100,0Neutral 2012-2014,25,Caatinga,0,10962,0.141009,0.00564036
351690,494.307,100,0Neutral 2012-2014,25,Atlantic Forest,0,10966,0.223859,0.00895436
410080,426.908,100,0Neutral 2012-2014,25,Atlantic Forest,0,10965,0,0
411810,348.318,100,0Neutral 2012-2014,25,Atlantic Forest,0,10968,0,0
68432,56.139,100,La Nina 2010-2011,10,Andean,0,18522,0,0
260880,188.626,100,El Nino 2015-2016,10,Caatinga,0,39570,0,0
310090,822.252,100,La Nina 2010-2011,10,Atlantic Forest,0,18528,0,0
315800,597.574,100,0Neutral 2012-2014,25,Cerrado,0,10942,0,0
315800,597.574,100,0Neutral 2012-2014,25,Atlantic Forest,0,10942,0,0
350870,469.792,100,La Nina 2010-2011,10,Atlantic Forest,0,18551,0,0
410450,421.062,100,La Nina 2010-2011,10,Atlantic Forest,0,18549,0,0
412180,635.416,100,0Neutral 2012-2014,25,Atlantic Forest,0,10952,0,0
420470,219.792,100,0Neutral 2012-2014,25,Atlantic Forest,0,10944,0,0
431540,302.169,100,0Neutral 2012-2014,25,Atlantic Forest,0,10938,0,0
521860,265.821,100,0Neutral 2012-2014,25,Cerrado,0,10935,0,0
210050,11107.945,100,0Neutral 2012-2014,25,Cerrado,0,10931,0.944877,0.03779508
211105,2047.701,100,0Neutral 2012-2014,25,Cerrado,0,10933,0.0970101,0.003880404
280440,274.094,100,La Nina 2010-2011,10,Atlantic Forest,0,18500,0.0404387,0.00404387
310420,511.534,100,El Nino 2015-2016,10,Cerrado,0,39537,0,0
310420,511.534,100,El Nino 2015-2016,10,Atlantic Forest,0,39537,0,0
351910,547.057,100,0Neutral 2012-2014,25,Cerrado,0,10923,0,0
351910,547.057,100,0Neutral 2012-2014,25,Atlantic Forest,0,10923,0,0
353620,360.646,100,La Nina 2010-2011,10,Atlantic Forest,0,18508,0,0
410720,416.707,100,El Nino 2015-2016,10,Atlantic Forest,0,39500,0,0
430830,582.381,100,0Neutral 2012-2014,25,Atlantic Forest,0,10916,0,0
520490,723.835,100,La Nina 2010-2011,10,Cerrado,0,18515,0,0
260915,352.869,100,La Nina 2010-2011,10,Caatinga,0,18472,0,0
291630,1011.728,100,0Neutral 2012-2014,25,Atlantic Forest,0,10910,0,0
354150,753.672,100,El Nino 2015-2016,10,Atlantic Forest,0,39476,0.234789,0.0234789
412630,1438.696,100,La Nina 2010-2011,10,Cerrado,0,18463,0,0
412630,1438.696,100,La Nina 2010-2011,10,Atlantic Forest,0,18463,0,0
431580,209.966,100,0Neutral 2012-2014,25,Atlantic Forest,0,10909,0,0
500795,1783.463,100,0Neutral 2012-2014,25,Cerrado,0,10907,0,0
500795,1783.463,100,0Neutral 2012-2014,25,Atlantic Forest,0,10907,0,0
520580,1070.804,100,0Neutral 2012-2014,25,Cerrado,0,10896,0,0
25873,225.545,100,La Nina 2010-2011,10,Andean,0,18429,0,0
68406,544.221,100,El Nino 2015-2016,10,Andean,0,39398,0,0
68464,483.246,100,0Neutral 2012-2014,25,Andean,0,10889,0,0
280680,100.408,100,0Neutral 2012-2014,25,Caatinga,0,10887,0,0
292925,1176.207,100,La Nina 2010-2011,10,Caatinga,0,18429,0,0
312370,188.173,100,0Neutral 2012-2014,25,Atlantic Forest,0,10888,0.114013,0.00456052
312595,357.021,100,0Neutral 2012-2014,25,Atlantic Forest,0,10880,0,0
320455,736.803,100,El Nino 2015-2016,10,Atlantic Forest,0,39396,0,0
330015,92.382,100,0Neutral 2012-2014,25,Atlantic Forest,0,10882,0,0
420480,948.824,100,El Nino 2015-2016,10,Atlantic Forest,0,39399,0,0
421720,235.483,100,El Nino 2015-2016,10,Atlantic Forest,0,39390,0,0
500348,2341.225,100,0Neutral 2012-2014,25,Cerrado,0,10880,0.0516084,0.002064336
520170,708.323,100,La Nina 2010-2011,10,Cerrado,0,18437,0,0
23570,794.566,100,El Nino 2015-2016,10,Caribe,0,39334,0,0
241450,213.857,100,0Neutral 2012-2014,25,Caatinga,0,10864,0.0471259,0.001885036
260650,635.534,100,La Nina 2010-2011,10,Caatinga,0,18412,0.0404677,0.00404677
316760,486.864,100,La Nina 2010-2011,10,Atlantic Forest,0,18408,0.0484434,0.00484434
411890,238.782,100,0Neutral 2012-2014,25,Atlantic Forest,0,10852,0,0
500770,837.489,100,0Neutral 2012-2014,25,Cerrado,0,10854,0,0
500770,837.489,100,0Neutral 2012-2014,25,Atlantic Forest,0,10854,0,0
510330,21720.03,100,La Nina 2010-2011,10,Amazon,0,18419,0,0
510330,21720.03,100,La Nina 2010-2011,10,Cerrado,0,18419,0,0
25839,520.055,100,0Neutral 2012-2014,25,Andean,0,10843,0,0
170820,13424.596,100,La Nina 2010-2011,10,Cerrado,0,18398,0,0
210177,145.94,100,0Neutral 2012-2014,25,Amazon,0,10836,0,0
230310,756.155,100,La Nina 2010-2011,10,Caatinga,0,18369,0.784863,0.0784863
230500,609.831,100,El Nino 2015-2016,10,Caatinga,0,39301,0.11835,0.011835
250440,577.725,100,La Nina 2010-2011,10,Caatinga,0,18397,0,0
260105,98.255,100,La Nina 2010-2011,10,Atlantic Forest,0,18390,0,0
261400,1536.197,100,La Nina 2010-2011,10,Caatinga,0,18369,0.230748,0.0230748
310490,749.484,100,La Nina 2010-2011,10,Atlantic Forest,0,18368,0,0
354860,251.847,100,0Neutral 2012-2014,25,Atlantic Forest,0,10848,0,0
421600,163.214,100,0Neutral 2012-2014,25,Atlantic Forest,0,10849,0,0
430960,222.16,100,La Nina 2010-2011,10,Atlantic Forest,0,18398,0,0
110006,1449.228,100,La Nina 2010-2011,10,Amazon,0,18338,0,0
220510,2554.644,100,0Neutral 2012-2014,25,Cerrado,0,10818,1.04277,0.0417108
220510,2554.644,100,0Neutral 2012-2014,25,Caatinga,0,10818,1.04277,0.0417108
312930,339.318,100,0Neutral 2012-2014,25,Atlantic Forest,0,10820,0,0
317180,441.159,100,0Neutral 2012-2014,25,Atlantic Forest,0,10820,0,0
170240,5803.955,100,0Neutral 2012-2014,25,Cerrado,0,10805,0.304729,0.01218916
220260,2377.454,100,La Nina 2010-2011,10,Cerrado,0,18336,0,0
220260,2377.454,100,La Nina 2010-2011,10,Caatinga,0,18336,0,0
230763,1037.797,100,La Nina 2010-2011,10,Caatinga,0,18336,0,0
230790,299.161,100,0Neutral 2012-2014,25,Caatinga,0,10796,0.586834,0.02347336
251540,264.42,100,0Neutral 2012-2014,25,Caatinga,0,10803,0.21634,0.0086536
260100,120.398,100,0Neutral 2012-2014,25,Caatinga,0,10795,0,0
291430,1704.949,100,0Neutral 2012-2014,25,Caatinga,0,10809,0.0832258,0.003329032
291660,419.837,100,0Neutral 2012-2014,25,Atlantic Forest,0,10799,0,0
432100,180.396,100,0Neutral 2012-2014,25,Atlantic Forest,0,10796,0,0
270110,166.481,100,0Neutral 2012-2014,25,Atlantic Forest,0,10783,0,0
270120,273.205,100,0Neutral 2012-2014,25,Caatinga,0,10775,0.180801,0.00723204
313650,548.069,100,0Neutral 2012-2014,25,Atlantic Forest,0,10786,0,0
314160,352.484,100,0Neutral 2012-2014,25,Atlantic Forest,0,10784,0,0
314535,755.46,100,0Neutral 2012-2014,25,Atlantic Forest,0,10773,0,0
315110,189.386,100,0Neutral 2012-2014,25,Atlantic Forest,0,10787,0,0
320370,679.969,100,La Nina 2010-2011,10,Atlantic Forest,0,18298,0,0
354160,791.416,100,El Nino 2015-2016,10,Atlantic Forest,0,39139,0.297004,0.0297004
354370,316.554,100,0Neutral 2012-2014,25,Cerrado,0,10782,0,0
354370,316.554,100,0Neutral 2012-2014,25,Atlantic Forest,0,10782,0,0
355730,74.645,100,0Neutral 2012-2014,25,Cerrado,0,10772,0,0
355730,74.645,100,0Neutral 2012-2014,25,Atlantic Forest,0,10772,0,0
420530,339.767,100,0Neutral 2012-2014,25,Atlantic Forest,0,10784,0,0
431510,280.576,100,0Neutral 2012-2014,25,Atlantic Forest,0,10779,0,0
210800,1637.683,100,La Nina 2010-2011,10,Cerrado,0,18268,0.109848,0.0109848
211178,1206.729,100,0Neutral 2012-2014,25,Amazon,0,10758,0.0455313,0.001821252
230125,342.464,100,0Neutral 2012-2014,25,Caatinga,0,10750,0.287533,0.01150132
230490,157.457,100,0Neutral 2012-2014,25,Caatinga,0,10759,0.222525,0.008901
251140,655.445,100,La Nina 2010-2011,10,Caatinga,0,18248,0,0
292465,647.337,100,0Neutral 2012-2014,25,Caatinga,0,10769,0,0
293280,633.672,100,La Nina 2010-2011,10,Caatinga,0,18272,0,0
310790,230.16,100,0Neutral 2012-2014,25,Atlantic Forest,0,10763,0,0
315980,3022.127,100,La Nina 2010-2011,10,Cerrado,0,18275,0,0
315980,3022.127,100,La Nina 2010-2011,10,Atlantic Forest,0,18275,0,0
352350,980.177,100,La Nina 2010-2011,10,Cerrado,0,18253,0,0
352350,980.177,100,La Nina 2010-2011,10,Atlantic Forest,0,18253,0,0
431060,3395.325,100,El Nino 2015-2016,10,Pampa,0,39049,0.0931399,0.00931399
240350,135.734,100,0Neutral 2012-2014,25,Caatinga,0,10739,0.0534954,0.002139816
250680,267.989,100,La Nina 2010-2011,10,Caatinga,0,18235,0.0423908,0.00423908
251640,246.505,100,0Neutral 2012-2014,25,Caatinga,0,10745,0.0660445,0.00264178
412580,323.205,100,0Neutral 2012-2014,25,Atlantic Forest,0,10733,0,0
150277,2373.321,100,La Nina 2010-2011,10,Amazon,0,18197,0,0
170300,1795.62,100,0Neutral 2012-2014,25,Cerrado,0,10728,0.0392032,0.001568128
220520,857.567,100,La Nina 2010-2011,10,Caatinga,0,18202,0,0
231120,344.963,100,0Neutral 2012-2014,25,Caatinga,0,10722,0.0864947,0.003459788
250070,472.881,100,La Nina 2010-2011,10,Caatinga,0,18199,0.410389,0.0410389
260220,223.715,100,El Nino 2015-2016,10,Caatinga,0,38976,0.0134609,0.00134609
290810,10089.265,100,La Nina 2010-2011,10,Cerrado,0,18195,0.0343071,0.00343071
290810,10089.265,100,La Nina 2010-2011,10,Caatinga,0,18195,0.0343071,0.00343071
291720,1199.299,100,La Nina 2010-2011,10,Caatinga,0,18216,0,0
314210,297.4,100,0Neutral 2012-2014,25,Atlantic Forest,0,10718,0,0
411725,350.221,100,0Neutral 2012-2014,25,Atlantic Forest,0,10710,0,0
421830,439.617,100,La Nina 2010-2011,10,Atlantic Forest,0,18207,0,0
431570,2053.668,100,El Nino 2015-2016,10,Pampa,0,38968,0,0
431570,2053.668,100,El Nino 2015-2016,10,Atlantic Forest,0,38968,0,0
220610,223.779,100,0Neutral 2012-2014,25,Cerrado,0,10693,0.196196,0.00784784
250060,183.185,100,La Nina 2010-2011,10,Atlantic Forest,0,18168,0.029651,0.0029651
312590,1090.046,100,0Neutral 2012-2014,25,Atlantic Forest,0,10707,0,0
350690,654.658,100,0Neutral 2012-2014,25,Cerrado,0,10694,0,0
350690,654.658,100,0Neutral 2012-2014,25,Atlantic Forest,0,10694,0,0
351750,326.761,100,La Nina 2010-2011,10,Atlantic Forest,0,18160,0,0
431470,231.378,100,0Neutral 2012-2014,25,Atlantic Forest,0,10707,0,0
270642,259.658,100,0Neutral 2012-2014,25,Caatinga,0,10688,0,0
280040,191.6,100,0Neutral 2012-2014,25,Atlantic Forest,0,10684,0.0527596,0.002110384
291200,483.901,100,0Neutral 2012-2014,25,Caatinga,0,10679,0,0
313370,295.445,100,0Neutral 2012-2014,25,Atlantic Forest,0,10674,0.0403338,0.001613352
316450,519.055,100,0Neutral 2012-2014,25,Atlantic Forest,0,10678,0,0
351790,671.242,100,0Neutral 2012-2014,25,Cerrado,0,10683,0,0
351790,671.242,100,0Neutral 2012-2014,25,Atlantic Forest,0,10683,0,0
351860,271.068,100,El Nino 2015-2016,10,Cerrado,0,38861,0,0
351860,271.068,100,El Nino 2015-2016,10,Atlantic Forest,0,38861,0,0
250720,245.207,100,0Neutral 2012-2014,25,Caatinga,0,10666,0,0
251010,47.19,100,0Neutral 2012-2014,25,Caatinga,0,10655,0,0
270410,86.666,100,La Nina 2010-2011,10,Caatinga,0,18117,0.0342624,0.00342624
315410,233.717,100,0Neutral 2012-2014,25,Atlantic Forest,0,10651,0,0
510267,5421.237,100,El Nino 2015-2016,10,Cerrado,0,38814,0,0
221040,5036.203,100,La Nina 2010-2011,10,Cerrado,0,18083,0,0
221040,5036.203,100,La Nina 2010-2011,10,Caatinga,0,18083,0,0
261200,189.858,100,0Neutral 2012-2014,25,Caatinga,0,10633,0.0450077,0.001800308
410680,1472.461,100,La Nina 2010-2011,10,Atlantic Forest,0,18069,0,0
420870,427.701,100,0Neutral 2012-2014,25,Atlantic Forest,0,10642,0,0
431033,38.753,100,La Nina 2010-2011,10,Pampa,0,18087,0,0
431610,419.714,100,0Neutral 2012-2014,25,Atlantic Forest,0,10633,0,0
68167,417.205,100,0Neutral 2012-2014,25,Andean,0,10625,0,0
231095,242.453,100,0Neutral 2012-2014,25,Caatinga,0,10616,0.220615,0.0088246
250790,80.11,100,0Neutral 2012-2014,25,Caatinga,0,10616,0,0
290440,2246.599,100,0Neutral 2012-2014,25,Cerrado,0,10624,0.250266,0.01001064
290440,2246.599,100,0Neutral 2012-2014,25,Caatinga,0,10624,0.250266,0.01001064
350170,125.134,100,El Nino 2015-2016,10,Cerrado,0,38701,0,0
350170,125.134,100,El Nino 2015-2016,10,Atlantic Forest,0,38701,0,0
354300,696.505,100,La Nina 2010-2011,10,Cerrado,0,18042,0,0
354300,696.505,100,La Nina 2010-2011,10,Atlantic Forest,0,18042,0,0
150304,3424.004,100,La Nina 2010-2011,10,Amazon,0,18036,0,0
150304,3424.004,100,La Nina 2010-2011,10,Cerrado,0,18036,0,0
210710,1709.844,100,La Nina 2010-2011,10,Amazon,0,18028,0,0
210710,1709.844,100,La Nina 2010-2011,10,Cerrado,0,18028,0,0
290395,467.865,100,0Neutral 2012-2014,25,Caatinga,0,10597,0,0
311580,324.713,100,0Neutral 2012-2014,25,Cerrado,0,10593,0,0
311580,324.713,100,0Neutral 2012-2014,25,Atlantic Forest,0,10593,0,0
312400,356.66,100,La Nina 2010-2011,10,Atlantic Forest,0,18018,0,0
421220,760.209,100,La Nina 2010-2011,10,Atlantic Forest,0,18013,0,0
510050,1851.06,100,0Neutral 2012-2014,25,Amazon,0,10592,0.0621117,0.002484468
510050,1851.06,100,0Neutral 2012-2014,25,Cerrado,0,10592,0.0621117,0.002484468
171620,11221.223,100,0Neutral 2012-2014,25,Cerrado,0,10579,0.0980556,0.003922224
310920,1611.017,100,0Neutral 2012-2014,25,Cerrado,0,10586,0,0
314590,260.168,100,El Nino 2015-2016,10,Atlantic Forest,0,38601,0,0
317050,139.397,100,0Neutral 2012-2014,25,Atlantic Forest,0,10583,0.0378607,0.001514428
330280,95.693,100,La Nina 2010-2011,10,Atlantic Forest,0,17981,0,0
353580,1020.136,100,La Nina 2010-2011,10,Cerrado,0,17985,0,0
353580,1020.136,100,La Nina 2010-2011,10,Atlantic Forest,0,17985,0,0
430140,275.149,100,0Neutral 2012-2014,25,Atlantic Forest,0,10585,0,0
430535,220.163,100,El Nino 2015-2016,10,Pampa,0,38599,0,0
510300,6388.13,100,La Nina 2010-2011,10,Cerrado,0,17980,0,0
521930,1135.002,100,El Nino 2015-2016,10,Cerrado,0,38563,0,0
210580,265.73,100,0Neutral 2012-2014,25,Amazon,0,10565,0.263583,0.01054332
210580,265.73,100,0Neutral 2012-2014,25,Cerrado,0,10565,0.263583,0.01054332
241410,223.742,100,0Neutral 2012-2014,25,Caatinga,0,10558,0,0
313290,236.159,100,0Neutral 2012-2014,25,Cerrado,0,10553,0,0
313290,236.159,100,0Neutral 2012-2014,25,Atlantic Forest,0,10553,0,0
316620,239.351,100,0Neutral 2012-2014,25,Atlantic Forest,0,10565,0,0
353950,430.315,100,El Nino 2015-2016,10,Cerrado,0,38554,0,0
353950,430.315,100,El Nino 2015-2016,10,Atlantic Forest,0,38554,0,0
25815,245.475,100,La Nina 2010-2011,10,Andean,0,17929,0,0
210630,433.001,100,La Nina 2010-2011,10,Cerrado,0,17938,0.0543332,0.00543332
220760,3431.264,100,0Neutral 2012-2014,25,Cerrado,0,10530,0,0
220760,3431.264,100,0Neutral 2012-2014,25,Caatinga,0,10530,0,0
251180,79.849,100,0Neutral 2012-2014,25,Caatinga,0,10540,0,0
290380,3004.553,100,La Nina 2010-2011,10,Caatinga,0,17944,0.0563234,0.00563234
310825,3942.655,100,0Neutral 2012-2014,25,Cerrado,0,10535,0,0
312650,462.775,100,0Neutral 2012-2014,25,Cerrado,0,10546,0.0943174,0.003772696
312650,462.775,100,0Neutral 2012-2014,25,Atlantic Forest,0,10546,0.0943174,0.003772696
411510,433.684,100,0Neutral 2012-2014,25,Atlantic Forest,0,10534,0,0
521680,541.461,100,0Neutral 2012-2014,25,Cerrado,0,10546,0,0
19450,695.835,100,La Nina 2010-2011,10,Pacific,0,17899,0,0
210400,481.251,100,La Nina 2010-2011,10,Cerrado,0,17917,0.188834,0.0188834
211040,921.443,100,La Nina 2010-2011,10,Cerrado,0,17904,0.38091,0.038091
270330,381.767,100,La Nina 2010-2011,10,Caatinga,0,17908,0.0560114,0.00560114
292850,720.926,100,0Neutral 2012-2014,25,Caatinga,0,10514,0.0818148,0.003272592
312820,351.488,100,0Neutral 2012-2014,25,Atlantic Forest,0,10527,0,0
320350,1098.401,100,La Nina 2010-2011,10,Atlantic Forest,0,17894,0,0
330410,305.722,100,La Nina 2010-2011,10,Atlantic Forest,0,17899,0,0
521280,1684.999,100,0Neutral 2012-2014,25,Cerrado,0,10511,0.157369,0.00629476
220440,3468.322,100,0Neutral 2012-2014,25,Cerrado,0,10509,0.399572,0.01598288
250570,170.578,100,0Neutral 2012-2014,25,Caatinga,0,10495,0,0
310900,641.087,100,El Nino 2015-2016,10,Atlantic Forest,0,38373,0.0618328,0.00618328
351760,409.803,100,La Nina 2010-2011,10,Atlantic Forest,0,17866,0,0
230670,1758.859,100,La Nina 2010-2011,10,Caatinga,0,17851,0,0
290480,513.943,100,0Neutral 2012-2014,25,Atlantic Forest,0,10486,0,0
311750,1721.858,100,La Nina 2010-2011,10,Cerrado,0,17853,0,0
311750,1721.858,100,La Nina 2010-2011,10,Atlantic Forest,0,17853,0,0
312050,311.962,100,0Neutral 2012-2014,25,Atlantic Forest,0,10485,0,0
316190,362.708,100,0Neutral 2012-2014,25,Cerrado,0,10488,0,0
316190,362.708,100,0Neutral 2012-2014,25,Atlantic Forest,0,10488,0,0
260070,271.303,100,El Nino 2015-2016,10,Atlantic Forest,0,38261,0,0
290190,480.495,100,La Nina 2010-2011,10,Caatinga,0,17805,0.061467,0.0061467
291310,576.525,100,La Nina 2010-2011,10,Caatinga,0,17801,0.110988,0.0110988
410500,581.249,100,0Neutral 2012-2014,25,Atlantic Forest,0,10463,0,0
52693,112.15,100,La Nina 2010-2011,10,Pacific,0,17778,0,0
210790,1361.037,100,La Nina 2010-2011,10,Cerrado,0,17773,0.423328,0.0423328
211190,1072.008,100,0Neutral 2012-2014,25,Cerrado,0,10444,0.42398,0.0169592
220660,2417.207,100,0Neutral 2012-2014,25,Cerrado,0,10441,0.659744,0.02638976
250990,198.591,100,0Neutral 2012-2014,25,Caatinga,0,10445,0,0
251270,180.174,100,La Nina 2010-2011,10,Caatinga,0,17786,0.1083,0.01083
260020,1494.11,100,La Nina 2010-2011,10,Caatinga,0,17784,0.0713888,0.00713888
290830,288.272,100,La Nina 2010-2011,10,Atlantic Forest,0,17796,0,0
291620,465.702,100,0Neutral 2012-2014,25,Atlantic Forest,0,10448,0,0
292800,1542.155,100,El Nino 2015-2016,10,Caatinga,0,38219,0.0393676,0.00393676
351030,168.871,100,La Nina 2010-2011,10,Atlantic Forest,0,17785,0,0
352170,1079.813,100,La Nina 2010-2011,10,Cerrado,0,17778,0,0
352170,1079.813,100,La Nina 2010-2011,10,Atlantic Forest,0,17778,0,0
420640,327.093,100,0Neutral 2012-2014,25,Atlantic Forest,0,10433,0,0
430676,509.978,100,El Nino 2015-2016,10,Pampa,0,38199,0,0
220820,1935.512,100,La Nina 2010-2011,10,Caatinga,0,17761,0.277545,0.0277545
311920,577.871,100,0Neutral 2012-2014,25,Atlantic Forest,0,10422,0.277356,0.01109424
314090,267.847,100,La Nina 2010-2011,10,Atlantic Forest,0,17743,0,0
510623,1362.366,100,La Nina 2010-2011,10,Amazon,0,17771,0.069527,0.0069527
231300,1537.949,100,La Nina 2010-2011,10,Caatinga,0,17718,0.101357,0.0101357
240610,933.105,100,La Nina 2010-2011,10,Caatinga,0,17721,0,0
292190,2468.276,100,0Neutral 2012-2014,25,Caatinga,0,10400,0.0659451,0.002637804
351140,503.583,100,La Nina 2010-2011,10,Cerrado,0,17716,0,0
351140,503.583,100,La Nina 2010-2011,10,Atlantic Forest,0,17716,0,0
354090,167.589,100,La Nina 2010-2011,10,Cerrado,0,17720,0,0
354090,167.589,100,La Nina 2010-2011,10,Atlantic Forest,0,17720,0,0
432067,509.521,100,0Neutral 2012-2014,25,Atlantic Forest,0,10395,0,0
520970,941.491,100,La Nina 2010-2011,10,Cerrado,0,17729,0,0
150616,4120.135,100,La Nina 2010-2011,10,Amazon,0,17713,0,0
150616,4120.135,100,La Nina 2010-2011,10,Cerrado,0,17713,0,0
150658,10321.03,100,La Nina 2010-2011,10,Amazon,0,17686,0.0501824,0.00501824
150658,10321.03,100,La Nina 2010-2011,10,Cerrado,0,17686,0.0501824,0.00501824
260230,392.521,100,El Nino 2015-2016,10,Caatinga,0,38069,0,0
290100,432.03,100,El Nino 2015-2016,10,Caatinga,0,38041,0,0
320140,670.153,100,El Nino 2015-2016,10,Atlantic Forest,0,38070,0,0
500060,4201.379,100,El Nino 2015-2016,10,Cerrado,0,38030,0.0300323,0.00300323
500060,4201.379,100,El Nino 2015-2016,10,Atlantic Forest,0,38030,0.0300323,0.00300323
170740,513.078,100,0Neutral 2012-2014,25,Amazon,0,10356,0,0
210150,2208.693,100,La Nina 2010-2011,10,Cerrado,0,17681,0.143455,0.0143455
211160,3524.309,100,La Nina 2010-2011,10,Cerrado,0,17674,0.212364,0.0212364
292520,318.507,100,El Nino 2015-2016,10,Atlantic Forest,0,37993,0,0
310450,5326.621,100,La Nina 2010-2011,10,Cerrado,0,17672,0,0
310600,108.628,100,0Neutral 2012-2014,25,Atlantic Forest,0,10362,0,0
68770,284.306,100,0Neutral 2012-2014,25,Andean,0,10338,0,0
330590,592.247,100,0Neutral 2012-2014,25,Atlantic Forest,0,10348,0,0
52256,520.225,100,0Neutral 2012-2014,25,Pacific,0,10323,0,0
291075,362.174,100,La Nina 2010-2011,10,Caatinga,0,17603,0.0739229,0.00739229
320435,646.743,100,La Nina 2010-2011,10,Atlantic Forest,0,17623,0,0
330120,304.263,100,La Nina 2010-2011,10,Atlantic Forest,0,17599,0,0
410070,446.698,100,0Neutral 2012-2014,25,Atlantic Forest,0,10317,0,0
510770,7178.949,100,La Nina 2010-2011,10,Cerrado,0,17601,0.116862,0.0116862
520551,1787.767,100,La Nina 2010-2011,10,Cerrado,0,17621,0,0
13580,173.882,100,0Neutral 2012-2014,25,Caribe,0,10304,0,0
15842,144.912,100,0Neutral 2012-2014,25,Andean,0,10313,0,0
210830,814.04,100,El Nino 2015-2016,10,Amazon,0,37833,0.171947,0.0171947
352650,539.592,100,0Neutral 2012-2014,25,Atlantic Forest,0,10297,0.0760266,0.003041064
220880,1249.759,100,La Nina 2010-2011,10,Cerrado,0,17563,0.142706,0.0142706
220880,1249.759,100,La Nina 2010-2011,10,Caatinga,0,17563,0.142706,0.0142706
290510,537.546,100,0Neutral 2012-2014,25,Caatinga,0,10282,0.216994,0.00867976
291220,816.474,100,La Nina 2010-2011,10,Caatinga,0,17548,0.115447,0.0115447
315360,124.189,100,0Neutral 2012-2014,25,Cerrado,0,10287,0.0344626,0.001378504
330540,540.896,100,La Nina 2010-2011,10,Atlantic Forest,0,17554,0,0
350930,175.735,100,0Neutral 2012-2014,25,Atlantic Forest,0,10287,0,0
210440,877.181,100,La Nina 2010-2011,10,Cerrado,0,17514,0.050415,0.0050415
220205,605.222,100,0Neutral 2012-2014,25,Cerrado,0,10276,0.734117,0.02936468
291845,1440.294,100,0Neutral 2012-2014,25,Atlantic Forest,0,10272,0,0
310410,162.219,100,0Neutral 2012-2014,25,Atlantic Forest,0,10262,0,0
311710,349.629,100,0Neutral 2012-2014,25,Atlantic Forest,0,10263,0,0
313880,1171.632,100,La Nina 2010-2011,10,Cerrado,0,17537,0,0
314465,1103.015,100,0Neutral 2012-2014,25,Cerrado,0,10261,0,0
314465,1103.015,100,0Neutral 2012-2014,25,Atlantic Forest,0,10261,0,0
330440,838.562,100,La Nina 2010-2011,10,Atlantic Forest,0,17517,0,0
350275,145.74,100,La Nina 2010-2011,10,Atlantic Forest,0,17535,0,0
353290,159.791,100,0Neutral 2012-2014,25,Cerrado,0,10276,0,0
